,A,B,G,cryst
537,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],COc1ccc(C=O)cc1,0
538,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,0
539,CCC1=C(CC)C2=CC3=[NH+]C(=CC4=C(C)c5ccc6C(=C(Nc6c5N4)C=C4NC(=CC1=[NH+]2)C(=C4C)C)C)C(=C3C)C,Cc1ccc(cc1)S(=O)(=O)[O-],Cc1ccc2ccc(C)cc2c1,0
540,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,C1COCCOCCOCCOCCOCCO1,0
541,Cc1cc(C)c(c(C)c1)C1=C2CN(C=C2)C2=[NH+]C(=C(C3=CC=C(N3)N3C=CC(=C3)C(=C3[NH+]=C1C=C3)c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)C=C2,CS(=O)(=O)[O-],Brc1ccccc1Br,0
542,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccccc1C,0
543,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,CC[NH+](CC)CC,0
544,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,CCOC(C)=O,0
545,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=C1OC(C(CCc2ccccc2)c2ccccc12)N(=O)=O,0
546,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],c1ccncc1,0
547,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,NC(N)=[NH2+],0
548,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],c1ccncc1,0
549,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],S1C=CSC1=C1SC=CS1,0
550,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1c2ccccc2cc2ccccc12,COCCOCCOCCOC,0
551,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,ClC(Cl)Cl,0
552,NC(N)=[NH2+],CC(C)(C)c1ccc(cc1)S(=O)(=O)[O-],CC(C)=O,0
553,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],NC(N)=[NH2+],0
554,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],ClCCCl,0
555,CCC1=C(CC)C2=CC3=[NH+]C(=CC4=C(C)c5ccc6C(=C(Nc6c5N4)C=C4NC(=CC1=[NH+]2)C(=C4C)C)C)C(=C3C)C,Cc1ccc(cc1)S(=O)(=O)[O-],c1cc2ccc3cccc4ccc(c1)c2c34,0
556,C[n+]1ccc(N)cc1,Cc1ccc(cc1)S(=O)(=O)[O-],O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],0
557,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CS(C)=O,0
558,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
559,NC(N)=[NH2+],Cc1cccc(c1)S(=O)(=O)[O-],CS(O)(=O)=O,0
560,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1ccc(cc1)N=Nc1ccccc1,0
561,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],S1C=CC=C1,0
562,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CS(O)(=O)=O,0
563,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
564,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],CCOC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
565,NC(N)=[NH2+],O=S(=O)([O-])CCCCCCCCS(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O,0
566,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],ClCCl,0
567,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],COc1cc(C=CC)ccc1O,0
568,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccc2ccccc2c1C,0
569,[NH3+]CCC,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCN(CC)c1ccc2C(=CC(=O)Oc2c1)C,0
570,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCOc1c2Cc3cccc(Cc4cccc(Cc5cc(CNC(=O)Nc6ccccc6)cc(Cc1ccc2)c5O)c4OCCC)c3O,0
571,CC(C)(C)c1[nH+]c2Nc3c(nc4Nc5c([nH+]c6Nc7c(nc8Nc1c1c2c3c4c5c6c7c81)C(C)(C)C)C(C)(C)C)C(C)(C)C,Cc1ccc(cc1)S(=O)(=O)[O-],OS(=O)(=O)[O-],0
572,C[n+]1ccc(N)cc1,Cc1ccc(cc1)S(=O)(=O)[O-],Cc1cc(C)c(C)c(C)c1,0
573,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],COCCOCCOCCOC,0
574,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,c1ccccc1,0
575,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2cc3cccc(c3cc12)S(=O)(=O)[O-],O=N(=O)c1cccc2ccccc12,0
576,CC1C[NH2+]CCC1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC(=C)C1CC=C(C)C(=O)C1,0
577,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
578,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2cc3cccc(c3cc12)S(=O)(=O)[O-],[Xe],0
579,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CN(C)c1ccncc1,0
580,CCC1=C(C)C2=CC3=[NH+]C(=CC4=C(CC)C(=C(N4)C4=C(C)C(=C(N4)C=C4[NH+]=C(C=C1N2)C(=C4C)CC)C)CC)C(=C3C)C,Cc1ccc(cc1)S(=O)(=O)[O-],COc1ccc(C=O)cc1,0
581,N1C=[NH+]C=C1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],ClCCCl,0
582,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,0
583,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
584,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,CCCCCCCC#N,0
585,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,0
586,NC(N)=[NH2+],O=S(=O)([O-])CCCCCCCCS(=O)(=O)[O-],S1C=CC=C1,0
587,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCCCCC#N,0
588,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,CC1=CC(=O)Oc2c3CCCN4CCCc(cc12)c34,0
589,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],N#Cc1cccc2ccccc12,0
590,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1cnccn1,0
591,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
592,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],S1C=CC=C1C=CC1=CC=CS1,0
593,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,C1COCCOCCOCCOCCOCCO1,0
594,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],COCCO,0
595,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],ClCCl,0
596,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O,0
597,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],S1C=CC=C1,0
598,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=N(=O)c1cccc2ccccc12,0
599,CCC1=C2NC(=C1CC)c1[nH+]c(ccc1)C1=C(CC)C(=C(N1)c1cccc(n1)C1=CC=C(N1)c1[nH+]c2ccc1)CC,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCOC(C)=O,0
600,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ClC(Cl)Cl,0
601,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O,0
602,C1[NH+](CC2C[NH+](CC1C2)C(c1ccccc1)c1ccccc1)C(c1ccccc1)c1ccccc1,Cc1ccc(cc1)S(=O)(=O)[O-],[NH3+]c1ccc(cc1)N=Nc1ccccc1,0
603,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Cc1cc(C)cc(C)c1,0
604,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,COc1cc(CC=C)ccc1OC(C)=O,0
605,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],[NH3+]c1ccc(cc1)N=Nc1ccccc1,0
606,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccc(cc1C)N(=O)=O,0
607,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccc2ccc(C)cc2c1,0
608,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,COc1cc(CC=C)ccc1OC(C)=O,0
609,NC(N)=[NH2+],O=S(=O)([O-])CCCCCCCCS(=O)(=O)[O-],c1ccncc1,0
610,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],N1C=CC=C1,0
611,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2ccc3cccc4ccc1c2c34,CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
612,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1ccncc1,0
613,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],COc1cc(C=CC)ccc1O,0
614,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,CC[NH+](CC)CC,0
615,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],S1C=CSC1=C1SC=CS1,0
616,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],COC1CC(C)(C)N([O])C(C)(C)C1,0
617,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
618,NC(N)=[NH2+],O=S(=O)([O-])c1ccccc1,CS(O)(=O)=O,0
619,NC(N)=[NH2+],COc1ccc(cc1)S(=O)(=O)[O-],ClC(Cl)Cl,0
620,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],[NH3+]c1ccccc1N,0
621,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,CC1=CC(=O)Oc2c3CCCN4CCCc(cc12)c34,0
622,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],N1C=CC=C1,0
623,CCC1=C(CC)C2=CC3=[NH+]C(=CC4=C(CC)C(=C(N4)C=C4[NH+]=C(C=C1N2)C(=C4CC)CC)CC)C(=C3CC)CC,COS(=O)(=O)[O-],c1ccc(cc1)c1ccccc1,0
624,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CCCCCCCCCCCCO,0
625,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCOC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
626,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,OS(=O)(=O)[O-],0
627,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC1=CC(=C(Nc2ccccc2N(=O)=O)S1)C#N,0
628,NC(N)=[NH2+],O=S(=O)([O-])c1ccccc1,COC1CC(C)(C)N([O])C(C)(C)C1,0
629,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],ClC(Cl)Cl,0
630,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],COCCO,0
631,Cc1cc(C)c(c(C)c1)C1=C2CN(C=C2)C2=[NH+]C(=C(C3=CC=C(N3)N3C=CC(=C3)C(=C3[NH+]=C1C=C3)c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)C=C2,CS(=O)(=O)[O-],Nc1ccccc1,0
632,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CCCCCCCCCCCCO,0
633,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],COCCOCCOCCOC,0
634,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1cccc2cccc(C)c12,0
635,[NH3+]CCC,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Oc1ccc(cc1)c1ccc(O)cc1,0
636,[NH3+]CCC,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCN(CC)c1ccc2C(=CC(=O)Oc2c1)C,0
637,NC(N)=[NH2+],Cc1cccc(c1)S(=O)(=O)[O-],CCCCCCCCCCCCO,0
638,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2cc3cccc(c3cc12)S(=O)(=O)[O-],C[NH2+]C,0
639,[NH3+]c1ccc(cc1)c1cccc2cc3c(cccc3c3ccc([NH3+])cc3)cc12,O=S(=O)([O-])c1ccccc1,CN(C)c1ccncc1,0
640,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1c2ccccc2cc2ccccc12,CC[NH+](CC)CC,0
641,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],S1C=CSC1=C1SC=CS1,0
642,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CS(O)(=O)=O,0
643,[NH3+]C(C([NH3+])c1ccccc1C)c1ccccc1C,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2,CC[NH+](CC)CC,0
644,[NH3+]CC,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC1=CC(=O)Oc2c3CCCN4CCCc(cc12)c34,0
645,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],C[NH2+]C,0
646,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],[Cl-],0
647,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],ClCCCl,0
648,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1cnccn1,0
649,[NH3+]Cc1ccccc1,O=S(=O)([O-])c1ccc(cc1)C#Cc1ccc(cc1)C#Cc1ccc(cc1)S(=O)(=O)[O-],CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
650,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],COCCOCCOCCOC,0
651,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC(=C)C1CC=C(C)C(=O)C1,0
652,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1cc2ccc3cccc4ccc(c1)c2c34,0
653,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],NC(N)=[NH2+],0
654,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
655,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],[Cl-],0
656,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],[Cl-],0
657,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC(=C)C1CC=C(C)C(=O)C1,0
658,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],COC(=O)c1ccccc1O,0
659,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCCCCC#N,0
660,[NH3+]C(C)CC,O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],[Cl-],0
661,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,CCOC(C)=O,0
662,C[n+]1ccc(N)cc1,Cc1ccc(cc1)S(=O)(=O)[O-],COC1CC(C)(C)N([O])C(C)(C)C1,0
663,[nH+]1ccccc1,CC(C)c1cc(C(C)C)c(c(c1)C(C)C)S(=O)(=O)[O-],C=Cc1ccc(C=C)cc1,0
664,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],NC(N)=[NH2+],0
665,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,S1C=CC=C1,0
666,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1cnccn1,0
667,N1C(=[NH+]c2ccccc12)c1cccc(n1)C1=[NH+]c2ccccc2N1,Cc1cc(C)c(c(C)c1)S(=O)(=O)[O-],N#Cc1cccc2ccccc12,0
668,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Cc1cc(C)cc(C)c1,0
669,[NH3+]C(C)C,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],C[NH2+]C,0
670,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1ccccc1,0
671,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],COC1CC(C)(C)N([O])C(C)(C)C1,0
672,NC(N)=[NH2+],Cc1cccc(c1)S(=O)(=O)[O-],c1ccncc1,0
673,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
674,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
675,NC(N)=[NH2+],O=S(=O)([O-])CCCCCCCCS(=O)(=O)[O-],Clc1ccc(Cl)c(Cl)c1,0
676,[NH3+]C(C)CC,O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],CC[NH+](CC)CC,0
677,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],[Cl-],0
678,[NH3+]C(C)(C)C,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1cccc2c(C)cccc12,0
679,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CN(C)c1ccc(cc1)N(=O)=O,0
680,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccc2cc(C)ccc2c1,0
681,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Clc1ccccc1Cl,0
682,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,CCCOc1c2Cc3cccc(Cc4cccc(Cc5cc(CNC(=O)Nc6ccccc6)cc(Cc1ccc2)c5O)c4OCCC)c3O,0
683,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Nc1ccccc1,0
684,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,N#CCCCCC#N,0
685,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],COc1cc(C=CC)ccc1O,0
686,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],Cc1cc(C)cc(C)c1,0
687,C[n+]1ccc(cc1)c1cc[n+](C)cc1,Cc1ccc(cc1)S(=O)(=O)[O-],CN1C=CN=C1C,0
688,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],ClCCl,0
689,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,C1COCCOCCOCCOCCOCCO1,0
690,[NH3+]C(C)(C)C,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1ccccc1,0
691,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],CC1=CC(=O)Oc2c3CCCN4CCCc(cc12)c34,0
692,[NH3+]c1ccccc1[NH3+],Cc1ccc(cc1)S(=O)(=O)[O-],CCCOc1c2Cc3cccc(Cc4cccc(Cc5cc(CNC(=O)Nc6ccccc6)cc(Cc1ccc2)c5O)c4OCCC)c3O,0
693,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,Cc1ccc2cccc(C)c2c1,0
694,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
695,CCC1=C(C)C2=C3C=C(C4=[NH+]C(=CC5=C(CC)C(=C(N5)C5=CC(=C6[NH+]=C(C=C1N2)C(=C6C)CC)c1ccccc51)C)C(=C4C)CC)c1ccccc31,COS(=O)(=O)[O-],[Cl-],0
696,NC(N)=[NH2+],CCc1ccc(cc1)S(=O)(=O)[O-],NC(N)=[NH2+],0
697,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(c2ccccc12)c1ccc(c2ccccc12)S(=O)(=O)[O-],OS(=O)(=O)[O-],0
698,[NH3+]Cc1ccccc1,O=S(=O)([O-])c1ccc(cc1)C#Cc1ccc(cc1)C#Cc1ccc(cc1)S(=O)(=O)[O-],N1C=CC=C1,0
699,[NH3+]C(C)C,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccc2cccc(C)c2c1,0
700,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],CC(C)=O,0
701,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCOc1c2Cc3cccc(Cc4cccc(Cc5cc(CNC(=O)Nc6ccccc6)cc(Cc1ccc2)c5O)c4OCCC)c3O,0
702,CNC1=NN2=C(C)C(=N3N=C(S[Zn]423[S]1[Zn]123SC(=NN1=C(C)C(=N2N=C(NC)[S]43)C)Nc1ccc(cc1)S(=O)(=O)[O-])Nc1ccc(cc1)S(=O)(=O)[O-])C,CS(C)=O,O=S(=O)([O-])CCS(=O)(=O)[O-],0
703,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,0
704,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ClCCCl,0
705,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=C=O,0
706,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,ClCCCl,0
707,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CN(C)c1cccc(c1)N(=O)=O,0
